,,,,01-Dec-16,,02-Dec-16,,03-Dec-16,,04-Dec-16,,05-Dec-16,,06-Dec-16,,07-Dec-16,,08-Dec-16,,09-Dec-16,,10-Dec-16,,11-Dec-16,,12-Dec-16,,13-Dec-16,,14-Dec-16,,15-Dec-16,,16-Dec-16,,17-Dec-16,,18-Dec-16,,19-Dec-16,,20-Dec-16,,21-Dec-16,,22-Dec-16,,23-Dec-16,,24-Dec-16,,25-Dec-16,,26-Dec-16,,27-Dec-16,,28-Dec-16,,29-Dec-16,,30-Dec-16,,31-Dec-16,,01-Jan-17,,02-Jan-17,,03-Jan-17,,04-Jan-17,,05-Jan-17,,06-Jan-17,,07-Jan-17,,08-Jan-17,,09-Jan-17,,10-Jan-17,,11-Jan-17,,12-Jan-17,,13-Jan-17,,14-Jan-17,,15-Jan-17,,16-Jan-17,,17-Jan-17,,18-Jan-17,,19-Jan-17,,20-Jan-17,,21-Jan-17,,22-Jan-17,,23-Jan-17,,24-Jan-17,,25-Jan-17,,26-Jan-17,,27-Jan-17,,28-Jan-17,,29-Jan-17,,30-Jan-17,,31-Jan-17,,01-Feb-17,,02-Feb-17,,03-Feb-17,,04-Feb-17,,05-Feb-17,,06-Feb-17,,07-Feb-17,,08-Feb-17,,09-Feb-17,,10-Feb-17,,11-Feb-17,,12-Feb-17,,13-Feb-17,,14-Feb-17,,15-Feb-17,,16-Feb-17,,17-Feb-17,,18-Feb-17,,19-Feb-17,,20-Feb-17,,21-Feb-17,,22-Feb-17,,23-Feb-17,,24-Feb-17,,25-Feb-17,,26-Feb-17,,27-Feb-17,,28-Feb-17,,01-Mar-17,,02-Mar-17,,03-Mar-17,,04-Mar-17,,05-Mar-17,,06-Mar-17,,07-Mar-17,,08-Mar-17,,09-Mar-17,,10-Mar-17,,11-Mar-17,,12-Mar-17,
London Commissioning Region,,RQX,Homerton University Hospital NHS Foundation Trust,8,9,8,5,8,4,8,4,8,3,8,4,8,3,8,2,0,0,0,0,0,0,8,3,8,5,8,5,8,6,8,5,8,6,8,4,8,8,8,6,8,4,8,4,8,4,8,7,8,6,8,6,8,7,8,4,8,6,8,7,8,7,8,7,8,6,8,8,8,8,8,8,8,8,8,8,8,6,8,7,8,7,9,9,8,8,8,8,8,6,8,8,8,6,8,7,9,9,8,6,8,5,8,5,8,8,8,7,8,8,8,7,8,7,8,7,8,6,8,8,8,8,8,6,0,0,12,12,10,10,10,10,9,9,8,8,8,6,8,5,8,7,8,8,8,8,8,5,8,4,8,8,8,7,8,7,8,7,8,7,8,8,8,7,8,8,8,7,8,7,8,7,8,6,8,6,10,10,8,6,8,8,8,8,9,9,9,9,13,13,11,11,11,11,10,10,13,13,12,12,11,11,8,8
London Commissioning Region,,RYJ,Imperial College Healthcare NHS Trust,106,106,106,106,106,106,106,106,106,94,106,99,106,106,106,104,106,106,106,106,106,106,106,106,106,105,106,97,106,100,106,106,106,106,106,106,106,99,106,100,106,104,106,96,106,97,106,88,106,97,106,95,106,105,106,103,106,102,106,102,106,100,106,102,106,104,106,104,106,104,106,106,106,106,106,106,106,104,106,103,106,102,106,105,106,105,106,104,106,104,106,105,106,104,106,106,106,103,106,105,106,105,106,105,106,105,106,105,106,105,106,106,106,106,106,105,106,105,106,106,106,106,106,105,106,105,106,106,106,106,106,103,106,101,106,101,106,103,106,105,106,103,106,103,106,104,106,104,106,99,106,104,106,105,106,105,106,103,106,104,106,102,106,99,106,100,106,100,106,104,106,105,106,105,106,104,106,104,106,100,106,104,106,105,106,105,106,102,106,102,106,103,106,103,106,103,106,102,106,102,106,102,106,102
London Commissioning Region,,RJZ,King's College Hospital NHS Foundation Trust,96,95,96,93,96,93,96,93,96,95,96,95,96,95,96,91,96,93,96,92,96,93,96,94,96,94,96,95,96,90,96,93,96,91,96,93,96,89,96,90,96,89,96,91,96,91,96,92,96,90,96,92,96,96,96,94,96,94,96,91,96,91,96,90,96,91,96,94,96,92,96,93,96,93,96,95,96,94,96,93,96,96,96,94,0,0,96,94,96,93,96,95,96,94,96,95,96,95,96,93,96,91,96,91,96,93,96,95,96,89,96,93,96,92,96,91,96,92,96,94,96,89,96,92,96,95,96,94,96,95,96,93,96,96,96,96,96,95,96,93,96,92,96,86,96,89,96,88,96,90,96,88,96,88,96,91,96,87,96,86,96,86,96,92,96,95,96,93,96,91,96,91,96,88,96,90,96,94,96,93,96,93,96,93,96,94,96,93,96,95,96,94,96,93,96,93,96,93,96,89,96,93,96,96
London Commissioning Region,,RAX,Kingston Hospital NHS Foundation Trust,12,9,12,10,12,9,12,8,12,9,12,11,12,10,12,12,12,11,12,11,12,11,12,11,12,11,13,13,13,13,12,12,13,13,12,12,12,11,13,11,13,10,13,10,0,0,1,11,0,0,12,10,12,11,12,11,12,10,12,11,12,11,12,11,12,10,12,10,12,12,12,12,12,11,13,13,12,12,13,13,13,13,12,12,11,11,12,10,12,9,10,10,10,9,10,8,10,6,10,7,10,10,10,9,10,8,10,8,11,11,10,9,10,10,12,12,10,9,10,9,10,9,10,9,10,10,11,11,11,11,12,12,11,11,11,11,12,12,13,13,13,13,13,11,13,11,13,11,12,12,12,12,13,13,11,11,10,10,12,12,10,10,10,10,10,9,11,11,10,8,11,10,11,9,10,10,10,9,11,11,13,13,11,11,10,10,11,11,10,10,10,10,10,10,10,9,10,10,10,9,10,9,10,9
London Commissioning Region,,RJ2,Lewisham And Greenwich NHS Trust,36,35,36,33,36,34,37,36,37,36,36,35,36,36,36,35,36,33,34,33,36,34,36,30,36,31,36,30,36,28,34,29,36,32,36,35,36,31,36,32,36,31,36,23,36,24,36,26,36,28,36,27,36,28,36,31,36,30,34,29,34,30,36,31,34,32,35,34,37,36,37,36,38,38,38,38,39,39,37,36,36,36,37,37,39,39,36,36,36,35,36,33,36,34,37,34,37,36,37,37,36,36,36,34,36,35,36,36,36,34,35,34,37,35,34,34,34,33,36,32,36,36,36,35,36,32,36,32,36,31,34,29,34,34,36,35,36,35,36,34,36,33,34,31,36,31,36,33,36,34,36,31,36,32,36,34,36,33,36,35,36,36,36,35,36,35,34,31,36,36,34,33,34,28,34,32,36,30,36,33,36,33,36,33,34,29,34,29,34,31,36,30,36,31,36,33,36,32,36,32,36,33,36,34
London Commissioning Region,,R1K,London North West Healthcare NHS Trust,33,25,33,25,33,23,33,26,33,25,33,26,33,24,33,24,33,24,33,24,33,23,33,24,33,28,33,27,33,27,33,28,33,27,33,28,33,26,33,25,33,27,0,0,33,25,33,24,33,25,33,25,33,24,33,23,33,25,33,28,33,27,33,32,33,24,33,24,33,27,33,24,33,31,33,33,0,0,33,25,33,27,33,27,33,26,33,26,33,24,33,23,33,26,33,26,33,26,33,23,33,26,33,24,33,25,33,27,33,28,33,28,33,27,33,26,33,27,33,27,33,26,33,28,33,25,33,25,33,26,33,27,33,27,33,27,33,27,33,26,33,24,33,26,33,25,33,24,33,25,33,26,33,27,33,26,33,24,33,25,33,27,33,25,33,24,33,28,33,24,33,26,33,26,33,25,33,24,33,23,33,24,33,23,33,23,33,19,33,21,33,19,33,22,33,22,33,23,33,20,33,20,33,20
London Commissioning Region,,RP6,Moorfields Eye Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London Commissioning Region,,RAP,North Middlesex University Hospital NHS Trust,10,5,10,5,10,8,10,8,10,9,10,9,10,9,10,10,10,10,10,9,10,9,10,10,10,10,10,9,10,9,10,8,10,7,10,7,10,10,10,10,10,10,10,10,0,0,0,0,0,0,10,3,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,7,10,7,10,7,10,8,10,8,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,9,10,9,10,8,10,2,10,2,10,5,10,6,10,7,0,0,10,6,10,6,10,0,10,8
London Commissioning Region,,RT3,Royal Brompton & Harefield NHS Foundation Trust,66,59,66,57,66,57,66,56,79,60,103,71,103,85,87,87,87,83,87,77,87,70,87,84,87,85,87,61,87,64,87,62,87,59,87,49,87,53,87,55,87,51,87,52,87,49,87,52,87,43,87,39,87,35,87,47,87,44,87,50,87,36,87,37,87,37,87,56,87,41,87,50,87,60,87,45,87,45,87,47,87,54,87,64,87,63,87,67,87,56,87,60,87,54,87,53,87,59,87,64,87,55,87,52,87,53,87,59,87,59,87,55,87,53,87,58,87,47,87,52,87,51,87,55,87,57,0,0,87,58,87,53,87,52,87,60,87,60,87,62,87,60,87,59,87,51,87,51,87,61,87,58,87,52,87,61,87,54,87,46,87,46,87,53,0,0,87,69,87,70,87,64,87,43,87,46,87,52,87,60,87,57,87,61,87,59,87,61,87,53,87,59,87,60,87,60,87,62,87,62,87,53,87,47
London Commissioning Region,,RAL,Royal Free London NHS Foundation Trust,56,55,53,51,54,52,54,49,57,56,57,57,51,48,48,45,50,49,50,49,50,48,54,52,53,51,53,50,53,51,53,49,53,51,53,52,54,54,55,52,55,49,54,51,54,49,54,48,54,49,50,47,54,54,54,53,53,49,50,49,49,48,51,51,53,51,57,53,57,54,57,56,56,56,56,54,56,55,57,54,57,54,55,52,57,55,57,54,57,56,57,57,57,56,57,57,57,55,57,55,57,55,57,55,56,53,56,54,57,56,57,55,57,55,57,55,57,54,57,54,57,56,57,57,57,54,57,56,56,55,56,56,56,50,55,52,57,54,57,51,57,56,57,52,57,53,57,56,57,55,57,56,57,54,56,55,56,52,56,52,56,53,57,56,57,56,57,53,55,54,55,53,55,53,56,53,57,56,57,54,57,56,56,54,57,52,57,54,55,53,57,54,56,54,57,52,57,56,57,54,57,54,57,56
London Commissioning Region,,RAN,Royal National Orthopaedic Hospital NHS Trust,10,5,10,4,0,0,0,0,10,5,10,8,12,11,12,5,10,1,0,0,0,0,10,6,10,8,12,10,12,5,10,3,0,0,0,0,10,7,10,5,10,3,10,2,10,1,0,0,0,0,0,0,0,0,10,2,10,1,10,2,10,2,10,2,10,1,10,5,10,3,10,5,10,5,10,5,10,4,10,8,10,9,10,10,10,10,10,7,10,5,10,1,10,6,10,9,10,8,10,7,10,6,10,4,10,3,10,9,10,10,14,14,10,9,10,9,10,6,10,5,10,7,10,10,10,10,10,8,10,7,10,7,10,7,10,10,10,5,10,9,10,6,10,6,10,5,10,3,10,6,10,6,10,7,10,2,10,4,10,5,10,2,10,6,10,6,10,7,10,7,10,4,10,6,10,4,10,3,10,7,10,7,10,10,10,10,10,9,10,6,10,6,10,7,10,10,10,7,10,5,10,6,10,4
London Commissioning Region,,RJ7,St George's Healthcare NHS Trust,57,47,57,53,54,46,51,38,57,48,57,51,57,53,57,43,57,44,57,45,57,50,57,48,57,55,63,55,63,59,63,56,63,57,63,42,63,54,63,54,60,52,60,57,60,8,60,51,60,54,44,39,44,37,60,47,60,45,60,53,60,54,0,0,60,50,60,50,60,51,60,23,60,50,60,52,60,56,60,56,60,52,60,50,60,47,60,49,60,50,60,30,60,44,60,53,60,57,60,60,60,60,60,52,60,50,60,54,60,54,60,52,60,47,60,52,60,49,60,45,60,50,60,54,60,52,60,52,60,51,60,52,60,49,60,59,60,58,60,52,60,60,60,55,60,56,60,46,60,55,60,56,60,3,60,49,60,51,60,48,60,42,56,42,56,42,56,50,56,48,56,48,56,42,56,45,56,44,56,54,56,54,56,53,56,45,56,42,56,43,60,56,60,58,60,51,60,53,60,56,60,54,57,52
London Commissioning Region,,RAS,The Hillingdon Hospitals NHS Foundation Trust,8,1,9,1,9,1,9,1,9,9,9,8,9,7,9,7,9,9,9,9,9,9,0,9,0,0,9,8,9,9,9,8,9,8,9,8,9,8,9,0,9,8,9,9,0,0,9,8,9,6,9,7,9,8,9,9,9,9,9,9,9,9,9,8,9,7,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,7,9,7,9,8,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,8,9,9,9,8,9,8,0,0,9,7,9,7,9,8,9,7,9,9,9,8,9,8,9,8,9,9,9,9,9,9,9,8,9,8,9,8,9,8,9,7,9,8,9,8,9,8,9,9,9,9,9,9,9,9,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,7,9,7,9,9,9,9
