,,,,02-Dec-19,,,03-Dec-19,,,04-Dec-19,,,05-Dec-19,,,06-Dec-19,,,07-Dec-19,,,08-Dec-19,,,09-Dec-19,,,10-Dec-19,,,11-Dec-19,,,12-Dec-19,,,13-Dec-19,,,14-Dec-19,,,15-Dec-19,,,16-Dec-19,,,17-Dec-19,,,18-Dec-19,,,19-Dec-19,,,20-Dec-19,,,21-Dec-19,,,22-Dec-19,,,23-Dec-19,,,24-Dec-19,,,25-Dec-19,,,26-Dec-19,,,27-Dec-19,,,28-Dec-19,,,29-Dec-19,,,30-Dec-19,,,31-Dec-19,,,01-Jan-20,,,02-Jan-20,,,03-Jan-20,,,04-Jan-20,,,05-Jan-20,,,06-Jan-20,,,07-Jan-20,,,08-Jan-20,,,09-Jan-20,,,10-Jan-20,,,11-Jan-20,,,12-Jan-20,,,13-Jan-20,,,14-Jan-20,,,15-Jan-20,,,16-Jan-20,,,17-Jan-20,,,18-Jan-20,,,19-Jan-20,,,20-Jan-20,,,21-Jan-20,,,22-Jan-20,,,23-Jan-20,,,24-Jan-20,,,25-Jan-20,,,26-Jan-20,,,27-Jan-20,,,28-Jan-20,,,29-Jan-20,,,30-Jan-20,,,31-Jan-20,,,01-Feb-20,,,02-Feb-20,,,03-Feb-20,,,04-Feb-20,,,05-Feb-20,,,06-Feb-20,,,07-Feb-20,,,08-Feb-20,,,09-Feb-20,,,10-Feb-20,,,11-Feb-20,,,12-Feb-20,,,13-Feb-20,,,14-Feb-20,,,15-Feb-20,,,16-Feb-20,,,17-Feb-20,,,18-Feb-20,,,19-Feb-20,,,20-Feb-20,,,21-Feb-20,,,22-Feb-20,,,23-Feb-20,,,24-Feb-20,,,25-Feb-20,,,26-Feb-20,,,27-Feb-20,,,28-Feb-20,,,29-Feb-20,,,01-Mar-20,,
London Commissioning Region,,RYJ,Imperial College Healthcare NHS Trust,72,68,94.4%,72,72,100.0%,72,71,98.6%,72,71,98.6%,72,71,98.6%,72,68,94.4%,72,68,94.4%,72,69,95.8%,72,70,97.2%,72,72,100.0%,72,69,95.8%,72,70,97.2%,72,70,97.2%,72,70,97.2%,72,70,97.2%,72,71,98.6%,72,71,98.6%,72,69,95.8%,72,71,98.6%,72,71,98.6%,72,71,98.6%,72,68,94.4%,72,68,94.4%,72,59,81.9%,72,58,80.6%,72,66,91.7%,72,67,93.1%,72,68,94.4%,72,66,91.7%,72,58,80.6%,72,59,81.9%,72,61,84.7%,72,68,94.4%,72,67,93.1%,72,70,97.2%,72,70,97.2%,72,71,98.6%,72,70,97.2%,72,69,95.8%,72,69,95.8%,72,69,95.8%,72,70,97.2%,72,69,95.8%,72,69,95.8%,72,70,97.2%,72,69,95.8%,72,69,95.8%,72,69,95.8%,72,71,98.6%,72,68,94.4%,72,69,95.8%,72,72,100.0%,72,69,95.8%,72,71,98.6%,72,69,95.8%,72,68,94.4%,72,72,100.0%,72,69,95.8%,72,71,98.6%,72,71,98.6%,72,71,98.6%,72,70,97.2%,72,68,94.4%,72,68,94.4%,72,68,94.4%,72,70,97.2%,72,70,97.2%,72,69,95.8%,72,65,90.3%,72,65,90.3%,72,71,98.6%,72,71,98.6%,72,71,98.6%,72,72,100.0%,72,72,100.0%,72,72,100.0%,72,70,97.2%,72,69,95.8%,72,68,94.4%,72,68,94.4%,72,70,97.2%,72,70,97.2%,72,70,97.2%,72,68,94.4%,72,69,95.8%,72,70,97.2%,72,72,100.0%,72,69,95.8%,72,70,97.2%,72,68,94.4%,72,67,93.1%
London Commissioning Region,,RJZ,King's College Hospital NHS Foundation Trust,96,95,99.0%,96,95,99.0%,96,92,95.8%,96,92,95.8%,97,91,93.8%,98,93,94.9%,96,91,94.8%,96,94,97.9%,96,94,97.9%,96,92,95.8%,96,91,94.8%,96,92,95.8%,97,91,93.8%,97,94,96.9%,97,96,99.0%,96,89,92.7%,96,88,91.7%,96,93,96.9%,96,94,97.9%,98,96,98.0%,96,93,96.9%,96,96,100.0%,96,96,100.0%,96,96,100.0%,98,94,95.9%,96,94,97.9%,96,92,95.8%,96,92,95.8%,96,90,93.8%,97,95,97.9%,96,86,89.6%,96,89,92.7%,96,82,85.4%,96,86,89.6%,96,92,95.8%,96,89,92.7%,96,90,93.8%,96,90,93.8%,96,90,93.8%,96,87,90.6%,96,89,92.7%,96,92,95.8%,96,92,95.8%,96,92,95.8%,96,93,96.9%,96,93,96.9%,96,91,94.8%,96,90,93.8%,97,94,96.9%,97,91,93.8%,96,87,90.6%,96,92,95.8%,96,93,96.9%,97,92,94.8%,96,94,97.9%,96,94,97.9%,96,93,96.9%,96,93,96.9%,96,92,95.8%,96,90,93.8%,98,91,92.9%,96,89,92.7%,98,96,98.0%,97,95,97.9%,97,93,95.9%,96,92,95.8%,96,88,91.7%,96,90,93.8%,96,90,93.8%,96,91,94.8%,96,94,97.9%,96,93,96.9%,96,93,96.9%,96,87,90.6%,96,96,100.0%,96,94,97.9%,96,93,96.9%,96,94,97.9%,96,91,94.8%,96,92,95.8%,96,86,89.6%,96,90,93.8%,96,91,94.8%,96,91,94.8%,97,93,95.9%,97,96,99.0%,98,98,100.0%,96,91,94.8%,96,91,94.8%,96,94,97.9%,96,92,95.8%
London Commissioning Region,,RAX,Kingston Hospital NHS Foundation Trust,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,11,78.6%,14,12,85.7%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,12,85.7%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,14,100.0%,14,13,92.9%,14,13,92.9%,14,14,100.0%,14,12,85.7%,14,11,78.6%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,11,78.6%,14,11,78.6%,14,9,64.3%,14,10,71.4%,14,10,71.4%,14,11,78.6%,14,13,92.9%,14,13,92.9%,14,13,92.9%,14,8,57.1%,14,10,71.4%,14,10,71.4%,14,7,50.0%,14,6,42.9%,14,9,64.3%,14,11,78.6%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,9,64.3%
London Commissioning Region,,RJ2,Lewisham and Greenwich NHS Trust,33,31,93.9%,33,27,81.8%,33,28,84.8%,33,30,90.9%,33,27,81.8%,33,25,75.8%,33,25,75.8%,33,28,84.8%,33,31,93.9%,33,28,84.8%,33,31,93.9%,33,29,87.9%,33,28,84.8%,34,31,91.2%,33,33,100.0%,35,35,100.0%,33,31,93.9%,33,32,97.0%,33,24,72.7%,33,23,69.7%,33,28,84.8%,33,27,81.8%,33,28,84.8%,34,32,94.1%,33,28,84.8%,33,32,97.0%,34,34,100.0%,33,33,100.0%,34,34,100.0%,33,30,90.9%,33,33,100.0%,33,28,84.8%,33,22,66.7%,33,33,100.0%,33,33,100.0%,33,33,100.0%,33,32,97.0%,33,32,97.0%,34,31,91.2%,33,23,69.7%,33,31,93.9%,34,34,100.0%,34,34,100.0%,35,35,100.0%,35,35,100.0%,33,31,93.9%,33,31,93.9%,33,30,90.9%,34,32,94.1%,35,35,100.0%,34,32,94.1%,33,29,87.9%,33,31,93.9%,33,29,87.9%,31,28,90.3%,33,29,87.9%,33,30,90.9%,33,31,93.9%,33,33,100.0%,33,26,78.8%,33,16,48.5%,33,21,63.6%,33,24,72.7%,33,23,69.7%,33,24,72.7%,33,33,100.0%,33,23,69.7%,33,30,90.9%,33,30,90.9%,33,27,81.8%,33,28,84.8%,33,31,93.9%,33,29,87.9%,33,30,90.9%,33,28,84.8%,33,27,81.8%,33,27,81.8%,34,32,94.1%,33,27,81.8%,31,29,93.5%,33,28,84.8%,33,27,81.8%,33,24,72.7%,34,34,100.0%,34,27,79.4%,33,30,90.9%,33,32,97.0%,33,27,81.8%,36,24,66.7%,30,21,70.0%,33,24,72.7%
London Commissioning Region,,R1K,London North West University Healthcare NHS Trust,33,31,93.9%,33,31,93.9%,33,31,93.9%,33,27,81.8%,33,27,81.8%,33,27,81.8%,33,27,81.8%,33,25,75.8%,33,26,78.8%,33,27,81.8%,33,24,72.7%,33,27,81.8%,33,28,84.8%,33,28,84.8%,33,29,87.9%,33,27,81.8%,33,29,87.9%,33,28,84.8%,33,26,78.8%,33,28,84.8%,33,29,87.9%,33,30,90.9%,33,28,84.8%,33,28,84.8%,33,28,84.8%,33,27,81.8%,33,27,81.8%,33,27,81.8%,33,29,87.9%,33,29,87.9%,33,30,90.9%,33,30,90.9%,33,30,90.9%,33,31,93.9%,33,31,93.9%,33,30,90.9%,33,30,90.9%,33,29,87.9%,33,28,84.8%,33,27,81.8%,33,27,81.8%,33,28,84.8%,33,27,81.8%,33,28,84.8%,33,25,75.8%,33,26,78.8%,33,25,75.8%,33,25,75.8%,33,26,78.8%,33,27,81.8%,33,29,87.9%,33,27,81.8%,33,26,78.8%,33,25,75.8%,33,25,75.8%,33,26,78.8%,33,28,84.8%,33,28,84.8%,33,28,84.8%,33,28,84.8%,33,28,84.8%,33,29,87.9%,33,29,87.9%,33,30,90.9%,33,27,81.8%,33,26,78.8%,33,24,72.7%,33,27,81.8%,33,28,84.8%,33,28,84.8%,33,26,78.8%,33,26,78.8%,33,29,87.9%,33,29,87.9%,33,28,84.8%,33,28,84.8%,33,29,87.9%,33,29,87.9%,33,28,84.8%,33,28,84.8%,33,29,87.9%,33,29,87.9%,33,29,87.9%,33,30,90.9%,33,27,81.8%,33,29,87.9%,33,27,81.8%,33,27,81.8%,33,26,78.8%,33,26,78.8%,33,27,81.8%
London Commissioning Region,,RAP,North Middlesex University Hospital NHS Trust,10,9,90.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,9,90.0%,10,10,100.0%,10,10,100.0%,10,9,90.0%,10,7,70.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,10,100.0%,10,10,100.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,10,100.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,9,90.0%,10,10,100.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,10,100.0%,10,10,100.0%,10,9,90.0%,10,8,80.0%,10,9,90.0%,10,10,100.0%,10,9,90.0%,10,8,80.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,10,100.0%,10,10,100.0%,10,9,90.0%,10,10,100.0%,10,9,90.0%,10,9,90.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,10,100.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,7,70.0%,10,6,60.0%,10,8,80.0%
London Commissioning Region,,RAL,Royal Free London NHS Foundation Trust,51,50,98.0%,51,50,98.0%,51,49,96.1%,51,50,98.0%,51,49,96.1%,51,49,96.1%,54,49,90.7%,52,50,96.2%,50,49,98.0%,52,49,94.2%,51,47,92.2%,51,48,94.1%,51,47,92.2%,50,47,94.0%,53,50,94.3%,55,53,96.4%,49,47,95.9%,47,44,93.6%,47,43,91.5%,47,43,91.5%,49,46,93.9%,49,49,100.0%,49,46,93.9%,49,46,93.9%,53,50,94.3%,53,49,92.5%,52,46,88.5%,54,51,94.4%,50,45,90.0%,50,46,92.0%,46,43,93.5%,50,44,88.0%,50,48,96.0%,50,48,96.0%,54,53,98.1%,55,53,96.4%,55,51,92.7%,55,53,96.4%,56,54,96.4%,56,53,94.6%,56,55,98.2%,56,55,98.2%,51,49,96.1%,55,54,98.2%,54,53,98.1%,54,50,92.6%,54,50,92.6%,53,53,100.0%,53,52,98.1%,53,49,92.5%,53,50,94.3%,55,52,94.5%,55,53,96.4%,55,53,96.4%,55,54,98.2%,55,54,98.2%,55,53,96.4%,54,53,98.1%,50,46,92.0%,51,49,96.1%,51,48,94.1%,51,49,96.1%,50,48,96.0%,50,48,96.0%,55,50,90.9%,53,51,96.2%,48,45,93.8%,48,44,91.7%,48,44,91.7%,51,49,96.1%,53,50,94.3%,54,50,92.6%,55,51,92.7%,55,52,94.5%,52,51,98.1%,52,51,98.1%,56,51,91.1%,54,50,92.6%,54,51,94.4%,52,51,98.1%,55,50,90.9%,52,48,92.3%,53,49,92.5%,52,50,96.2%,57,54,94.7%,57,51,89.5%,54,50,92.6%,54,51,94.4%,54,52,96.3%,54,52,96.3%,48,47,97.9%
London Commissioning Region,,RJ7,St George's University Hospitals NHS Foundation Trust,60,55,91.7%,60,57,95.0%,60,56,93.3%,60,57,95.0%,60,55,91.7%,60,56,93.3%,53,47,88.7%,60,53,88.3%,60,53,88.3%,60,58,96.7%,60,50,83.3%,60,57,95.0%,57,53,93.0%,53,51,96.2%,60,54,90.0%,60,55,91.7%,60,54,90.0%,60,57,95.0%,56,50,89.3%,60,60,100.0%,53,50,94.3%,60,55,91.7%,60,56,93.3%,60,54,90.0%,60,55,91.7%,60,55,91.7%,60,55,91.7%,60,42,70.0%,60,57,95.0%,50,45,90.0%,50,45,90.0%,53,48,90.6%,60,53,88.3%,60,51,85.0%,60,51,85.0%,60,54,90.0%,60,50,83.3%,57,53,93.0%,56,55,98.2%,60,52,86.7%,60,59,98.3%,53,51,96.2%,53,51,96.2%,60,58,96.7%,60,57,95.0%,60,56,93.3%,60,56,93.3%,57,53,93.0%,57,42,73.7%,60,51,85.0%,60,44,73.3%,60,51,85.0%,60,51,85.0%,60,54,90.0%,60,56,93.3%,60,45,75.0%,57,52,91.2%,60,55,91.7%,60,56,93.3%,60,57,95.0%,60,58,96.7%,60,56,93.3%,53,50,94.3%,55,49,89.1%,60,55,91.7%,60,55,91.7%,57,21,36.8%,60,51,85.0%,60,46,76.7%,60,51,85.0%,60,53,88.3%,57,51,89.5%,60,57,95.0%,60,53,88.3%,60,57,95.0%,60,53,88.3%,60,53,88.3%,60,53,88.3%,60,52,86.7%,60,54,90.0%,60,54,90.0%,60,54,90.0%,53,48,90.6%,60,47,78.3%,60,55,91.7%,60,54,90.0%,60,57,95.0%,60,55,91.7%,60,54,90.0%,60,54,90.0%,53,47,88.7%
London Commissioning Region,,RAS,The Hillingdon Hospitals NHS Foundation Trust,9,6,66.7%,9,6,66.7%,9,3,33.3%,9,6,66.7%,9,7,77.8%,9,8,88.9%,9,7,77.8%,9,6,66.7%,9,8,88.9%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,6,66.7%,9,5,55.6%,9,7,77.8%,9,7,77.8%,9,5,55.6%,9,7,77.8%,9,6,66.7%,9,7,77.8%,9,7,77.8%,9,8,88.9%,9,6,66.7%,9,5,55.6%,9,7,77.8%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,8,88.9%,9,8,88.9%,9,8,88.9%,9,7,77.8%,9,9,100.0%,9,8,88.9%,9,8,88.9%,9,8,88.9%,9,9,100.0%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,9,100.0%,9,8,88.9%,9,9,100.0%,9,7,77.8%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,8,88.9%,9,7,77.8%,9,9,100.0%,9,8,88.9%,9,8,88.9%,9,9,100.0%,9,8,88.9%,9,8,88.9%,9,9,100.0%,9,8,88.9%,9,8,88.9%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,8,88.9%,9,8,88.9%,9,7,77.8%,9,8,88.9%,9,8,88.9%,9,8,88.9%,9,8,88.9%,9,9,100.0%,9,8,88.9%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,6,66.7%,9,7,77.8%,9,9,100.0%,9,9,100.0%,9,6,66.7%,9,5,55.6%,9,7,77.8%,9,7,77.8%
London Commissioning Region,,RRV,University College London Hospitals NHS Foundation Trust,61,55,90.2%,61,58,95.1%,61,60,98.4%,61,55,90.2%,61,59,96.7%,61,54,88.5%,61,55,90.2%,61,57,93.4%,61,55,90.2%,61,58,95.1%,61,51,83.6%,61,51,83.6%,61,56,91.8%,61,53,86.9%,61,54,88.5%,61,57,93.4%,61,52,85.2%,61,59,96.7%,61,55,90.2%,61,50,82.0%,61,47,77.0%,61,45,73.8%,61,46,75.4%,61,46,75.4%,61,48,78.7%,61,49,80.3%,61,46,75.4%,61,49,80.3%,61,48,78.7%,61,51,83.6%,61,49,80.3%,61,50,82.0%,61,52,85.2%,61,47,77.0%,61,48,78.7%,61,54,88.5%,61,53,86.9%,61,56,91.8%,61,56,91.8%,61,51,83.6%,61,49,80.3%,61,45,73.8%,61,48,78.7%,61,49,80.3%,61,53,86.9%,61,56,91.8%,61,54,88.5%,61,51,83.6%,61,51,83.6%,61,50,82.0%,61,54,88.5%,61,54,88.5%,61,53,86.9%,61,53,86.9%,61,50,82.0%,61,50,82.0%,61,49,80.3%,61,51,83.6%,61,54,88.5%,61,50,82.0%,61,48,78.7%,61,45,73.8%,61,49,80.3%,61,52,85.2%,61,54,88.5%,61,50,82.0%,61,49,80.3%,61,47,77.0%,61,49,80.3%,61,47,77.0%,61,50,82.0%,61,50,82.0%,61,56,91.8%,61,57,93.4%,61,56,91.8%,61,54,88.5%,61,46,75.4%,61,51,83.6%,61,54,88.5%,61,52,85.2%,61,52,85.2%,61,50,82.0%,61,48,78.7%,61,47,77.0%,61,47,77.0%,61,47,77.0%,61,52,85.2%,61,53,86.9%,61,53,86.9%,61,50,82.0%,61,53,86.9%
London Commissioning Region,,RKE,Whittington Health NHS Trust,10,8,80.0%,10,10,100.0%,10,9,90.0%,10,8,80.0%,10,8,80.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,10,100.0%,10,10,100.0%,10,6,60.0%,10,6,60.0%,10,7,70.0%,10,8,80.0%,10,6,60.0%,10,10,100.0%,10,9,90.0%,11,11,100.0%,10,8,80.0%,10,8,80.0%,10,9,90.0%,10,8,80.0%,10,8,80.0%,10,8,80.0%,10,9,90.0%,10,9,90.0%,10,9,90.0%,10,7,70.0%,10,8,80.0%,10,7,70.0%,10,10,100.0%,11,11,100.0%,10,10,100.0%,11,11,100.0%,10,10,100.0%,10,9,90.0%,11,11,100.0%,11,11,100.0%,10,10,100.0%,11,10,90.9%,10,10,100.0%,11,11,100.0%,10,9,90.0%,13,13,100.0%,11,11,100.0%,10,10,100.0%,10,10,100.0%,10,8,80.0%,10,8,80.0%,10,9,90.0%,10,9,90.0%,10,7,70.0%,10,9,90.0%,10,8,80.0%,10,9,90.0%,11,11,100.0%,11,11,100.0%,10,10,100.0%,10,9,90.0%,10,8,80.0%,10,8,80.0%,10,6,60.0%,10,7,70.0%,10,10,100.0%,10,10,100.0%,10,10,100.0%,10,9,90.0%,10,8,80.0%,10,7,70.0%,10,8,80.0%,10,10,100.0%,1,1,100.0%,10,9,90.0%,10,7,70.0%,10,7,70.0%,10,9,90.0%,10,8,80.0%,10,10,100.0%,10,7,70.0%,10,9,90.0%,10,9,90.0%,10,10,100.0%,10,9,90.0%,10,9,90.0%,10,8,80.0%,10,9,90.0%,10,8,80.0%,10,10,100.0%,10,9,90.0%,10,9,90.0%,10,8,80.0%
East Of England Commissioning Region,,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust,34,30,88.2%,34,32,94.1%,34,30,88.2%,34,30,88.2%,34,29,85.3%,34,29,85.3%,34,32,94.1%,34,32,94.1%,34,30,88.2%,34,30,88.2%,34,30,88.2%,34,30,88.2%,34,0,0.0%,34,0,0.0%,34,0,0.0%,34,28,82.4%,34,21,61.8%,34,25,73.5%,34,31,91.2%,34,22,64.7%,34,19,55.9%,34,18,52.9%,34,18,52.9%,34,11,32.4%,34,18,52.9%,34,22,64.7%,34,26,76.5%,34,19,55.9%,34,20,58.8%,34,26,76.5%,34,26,76.5%,34,27,79.4%,34,27,79.4%,34,19,55.9%,34,19,55.9%,34,21,61.8%,34,21,61.8%,34,21,61.8%,34,21,61.8%,34,21,61.8%,34,21,61.8%,34,20,58.8%,34,22,64.7%,34,23,67.6%,34,25,73.5%,34,23,67.6%,34,22,64.7%,34,28,82.4%,34,21,61.8%,34,27,79.4%,34,28,82.4%,34,28,82.4%,34,29,85.3%,34,24,70.6%,34,24,70.6%,34,19,55.9%,34,26,76.5%,34,26,76.5%,34,29,85.3%,34,27,79.4%,34,29,85.3%,34,29,85.3%,34,29,85.3%,34,31,91.2%,34,27,79.4%,34,29,85.3%,34,31,91.2%,34,31,91.2%,34,31,91.2%,34,24,70.6%,34,27,79.4%,34,26,76.5%,34,28,82.4%,34,28,82.4%,34,22,64.7%,34,22,64.7%,34,22,64.7%,34,25,73.5%,34,22,64.7%,34,27,79.4%,34,27,79.4%,34,27,79.4%,34,25,73.5%,34,26,76.5%,34,28,82.4%,34,31,91.2%,34,30,88.2%,34,28,82.4%,34,26,76.5%,34,31,91.2%,34,26,76.5%
East Of England Commissioning Region,,RC1,Bedford Hospital NHS Trust,11,4,36.4%,11,5,45.5%,11,7,63.6%,11,7,63.6%,11,8,72.7%,11,7,63.6%,11,8,72.7%,11,8,72.7%,11,8,72.7%,11,7,63.6%,11,8,72.7%,11,9,81.8%,11,8,72.7%,11,8,72.7%,11,7,63.6%,11,7,63.6%,11,8,72.7%,11,7,63.6%,11,7,63.6%,11,8,72.7%,11,7,63.6%,11,7,63.6%,11,6,54.5%,11,5,45.5%,11,3,27.3%,11,6,54.5%,11,9,81.8%,11,8,72.7%,11,7,63.6%,11,7,63.6%,11,6,54.5%,11,7,63.6%,11,6,54.5%,11,7,63.6%,11,8,72.7%,11,9,81.8%,11,8,72.7%,11,10,90.9%,11,9,81.8%,11,7,63.6%,11,7,63.6%,11,7,63.6%,11,7,63.6%,11,7,63.6%,11,9,81.8%,11,9,81.8%,11,6,54.5%,11,7,63.6%,11,6,54.5%,11,6,54.5%,11,4,36.4%,11,5,45.5%,11,6,54.5%,11,5,45.5%,11,6,54.5%,11,6,54.5%,11,5,45.5%,11,8,72.7%,11,9,81.8%,11,8,72.7%,11,8,72.7%,11,9,81.8%,11,7,63.6%,11,8,72.7%,11,6,54.5%,11,6,54.5%,11,7,63.6%,11,6,54.5%,11,5,45.5%,11,8,72.7%,11,6,54.5%,11,7,63.6%,11,8,72.7%,11,8,72.7%,11,7,63.6%,11,7,63.6%,11,6,54.5%,11,9,81.8%,11,9,81.8%,11,8,72.7%,11,7,63.6%,11,9,81.8%,11,8,72.7%,11,9,81.8%,11,8,72.7%,11,8,72.7%,11,9,81.8%,11,7,63.6%,11,8,72.7%,11,8,72.7%,11,8,72.7%
East Of England Commissioning Region,,RGT,Cambridge University Hospitals NHS Foundation Trust,67,62,92.5%,67,60,89.6%,67,61,91.0%,67,61,91.0%,67,62,92.5%,67,57,85.1%,67,58,86.6%,67,62,92.5%,67,61,91.0%,67,64,95.5%,67,58,86.6%,67,58,86.6%,67,58,86.6%,67,57,85.1%,67,60,89.6%,67,58,86.6%,67,57,85.1%,67,61,91.0%,67,60,89.6%,67,57,85.1%,67,55,82.1%,67,58,86.6%,67,52,77.6%,67,53,79.1%,67,54,80.6%,67,54,80.6%,67,55,82.1%,67,54,80.6%,67,60,89.6%,67,52,77.6%,67,52,77.6%,67,54,80.6%,67,54,80.6%,67,55,82.1%,66,56,84.8%,67,61,91.0%,67,60,89.6%,67,60,89.6%,67,63,94.0%,67,61,91.0%,67,57,85.1%,67,58,86.6%,67,62,92.5%,67,58,86.6%,67,62,92.5%,67,59,88.1%,66,60,90.9%,67,58,86.6%,67,56,83.6%,67,58,86.6%,67,60,89.6%,67,56,83.6%,67,59,88.1%,67,53,79.1%,67,53,79.1%,67,55,82.1%,67,60,89.6%,67,61,91.0%,67,57,85.1%,67,59,88.1%,65,57,87.7%,67,53,79.1%,67,52,77.6%,67,61,91.0%,67,59,88.1%,67,60,89.6%,67,61,91.0%,67,60,89.6%,67,56,83.6%,67,50,74.6%,67,58,86.6%,66,56,84.8%,67,62,92.5%,66,59,89.4%,66,58,87.9%,66,54,81.8%,65,53,81.5%,66,52,78.8%,66,52,78.8%,66,51,77.3%,65,51,78.5%,66,58,87.9%,66,54,81.8%,66,55,83.3%,67,63,94.0%,66,61,92.4%,66,58,87.9%,67,62,92.5%,66,60,90.9%,66,56,84.8%,66,56,84.8%
East Of England Commissioning Region,,RDE,East Suffolk and North Essex NHS Foundation Trust,25,15,60.0%,25,18,72.0%,23,17,73.9%,23,15,65.2%,25,13,52.0%,25,16,64.0%,25,13,52.0%,25,15,60.0%,25,13,52.0%,25,19,76.0%,25,15,60.0%,25,16,64.0%,25,16,64.0%,25,18,72.0%,25,17,68.0%,25,20,80.0%,25,21,84.0%,22,19,86.4%,22,19,86.4%,22,16,72.7%,23,15,65.2%,25,14,56.0%,25,17,68.0%,25,18,72.0%,25,17,68.0%,25,19,76.0%,25,19,76.0%,25,19,76.0%,26,21,80.8%,22,19,86.4%,23,22,95.7%,23,20,87.0%,25,20,80.0%,25,20,80.0%,25,20,80.0%,25,20,80.0%,23,21,91.3%,22,16,72.7%,24,18,75.0%,25,16,64.0%,25,20,80.0%,25,21,84.0%,25,19,76.0%,23,20,87.0%,23,18,78.3%,22,17,77.3%,25,17,68.0%,25,16,64.0%,25,14,56.0%,25,18,72.0%,25,17,68.0%,25,17,68.0%,21,16,76.2%,25,18,72.0%,25,17,68.0%,25,16,64.0%,25,18,72.0%,25,22,88.0%,25,21,84.0%,24,23,95.8%,24,22,91.7%,25,23,92.0%,25,18,72.0%,25,14,56.0%,25,18,72.0%,25,15,60.0%,25,18,72.0%,25,18,72.0%,25,15,60.0%,25,17,68.0%,25,21,84.0%,21,17,81.0%,20,16,80.0%,24,18,75.0%,25,18,72.0%,25,15,60.0%,25,17,68.0%,25,16,64.0%,25,21,84.0%,22,20,90.9%,24,18,75.0%,19,13,68.4%,19,15,78.9%,19,14,73.7%,25,18,72.0%,25,17,68.0%,25,17,68.0%,25,21,84.0%,25,19,76.0%,25,18,72.0%,25,20,80.0%
