,,,,20-Nov-17,,,21-Nov-17,,,22-Nov-17,,,23-Nov-17,,,24-Nov-17,,,25-Nov-17,,,26-Nov-17,,,27-Nov-17,,,28-Nov-17,,,29-Nov-17,,,30-Nov-17,,,01-Dec-17,,,02-Dec-17,,,03-Dec-17,,,04-Dec-17,,,05-Dec-17,,,06-Dec-17,,,07-Dec-17,,,08-Dec-17,,,09-Dec-17,,,10-Dec-17,,,11-Dec-17,,,12-Dec-17,,,13-Dec-17,,,14-Dec-17,,,15-Dec-17,,,16-Dec-17,,,17-Dec-17,,,18-Dec-17,,,19-Dec-17,,,20-Dec-17,,,21-Dec-17,,,22-Dec-17,,,23-Dec-17,,,24-Dec-17,,,25-Dec-17,,,26-Dec-17,,,27-Dec-17,,,28-Dec-17,,,29-Dec-17,,,30-Dec-17,,,31-Dec-17,,,01-Jan-18,,,02-Jan-18,,,03-Jan-18,,,04-Jan-18,,,05-Jan-18,,,06-Jan-18,,,07-Jan-18,,,08-Jan-18,,,09-Jan-18,,,10-Jan-18,,,11-Jan-18,,,12-Jan-18,,,13-Jan-18,,,14-Jan-18,,,15-Jan-18,,,16-Jan-18,,,17-Jan-18,,,18-Jan-18,,,19-Jan-18,,,20-Jan-18,,,21-Jan-18,,,22-Jan-18,,,23-Jan-18,,,24-Jan-18,,,25-Jan-18,,,26-Jan-18,,,27-Jan-18,,,28-Jan-18,,,29-Jan-18,,,30-Jan-18,,,31-Jan-18,,,01-Feb-18,,,02-Feb-18,,,03-Feb-18,,,04-Feb-18,,,05-Feb-18,,,06-Feb-18,,,07-Feb-18,,,08-Feb-18,,,09-Feb-18,,,10-Feb-18,,,11-Feb-18,,,12-Feb-18,,,13-Feb-18,,,14-Feb-18,,,15-Feb-18,,,16-Feb-18,,,17-Feb-18,,,18-Feb-18,,,19-Feb-18,,,20-Feb-18,,,21-Feb-18,,,22-Feb-18,,,23-Feb-18,,,24-Feb-18,,,25-Feb-18,,,26-Feb-18,,,27-Feb-18,,,28-Feb-18,,,01-Mar-18,,,02-Mar-18,,,03-Mar-18,,,04-Mar-18,,
Midlands And East Of England Commissioning Region,,RGP,James Paget University Hospitals NHS Foundation Trust,12,12,100.0%,12,11,91.7%,12,10,83.3%,12,10,83.3%,12,9,75.0%,12,8,66.7%,12,7,58.3%,12,10,83.3%,12,11,91.7%,12,10,83.3%,12,8,66.7%,12,9,75.0%,12,9,75.0%,12,9,75.0%,12,10,83.3%,12,9,75.0%,11,8,72.7%,11,8,72.7%,12,9,75.0%,12,8,66.7%,12,9,75.0%,12,9,75.0%,12,12,100.0%,12,10,83.3%,12,9,75.0%,12,10,83.3%,12,10,83.3%,12,10,83.3%,0,0,-,12,11,91.7%,12,11,91.7%,12,9,75.0%,12,7,58.3%,12,8,66.7%,12,9,75.0%,12,9,75.0%,12,11,91.7%,12,11,91.7%,12,11,91.7%,12,10,83.3%,12,10,83.3%,12,11,91.7%,12,10,83.3%,12,11,91.7%,12,11,91.7%,12,9,75.0%,12,11,91.7%,12,12,100.0%,12,11,91.7%,12,12,100.0%,12,12,100.0%,12,9,75.0%,12,9,75.0%,12,10,83.3%,12,9,75.0%,12,9,75.0%,12,9,75.0%,12,8,66.7%,12,9,75.0%,12,11,91.7%,12,9,75.0%,12,8,66.7%,12,10,83.3%,12,8,66.7%,12,9,75.0%,12,10,83.3%,12,9,75.0%,12,9,75.0%,12,8,66.7%,12,10,83.3%,12,10,83.3%,12,10,83.3%,12,10,83.3%,12,7,58.3%,12,8,66.7%,12,8,66.7%,12,11,91.7%,12,11,91.7%,12,10,83.3%,12,10,83.3%,12,12,100.0%,12,11,91.7%,12,9,75.0%,0,0,-,12,9,75.0%,12,10,83.3%,12,10,83.3%,12,9,75.0%,12,9,75.0%,12,8,66.7%,12,8,66.7%,12,8,66.7%,12,10,83.3%,12,9,75.0%,12,10,83.3%,12,10,83.3%,12,11,91.7%,12,10,83.3%,12,10,83.3%,12,10,83.3%,12,11,91.7%,12,10,83.3%,12,10,83.3%,12,8,66.7%,12,10,83.3%
Midlands And East Of England Commissioning Region,,RNQ,Kettering General Hospital NHS Foundation Trust,12,12,100.0%,12,9,75.0%,12,10,83.3%,12,10,83.3%,12,10,83.3%,12,10,83.3%,12,10,83.3%,12,9,75.0%,12,7,58.3%,12,7,58.3%,12,7,58.3%,12,8,66.7%,12,8,66.7%,12,8,66.7%,12,5,41.7%,12,7,58.3%,12,10,83.3%,12,9,75.0%,12,9,75.0%,12,9,75.0%,12,9,75.0%,12,9,75.0%,12,12,100.0%,12,11,91.7%,12,10,83.3%,12,11,91.7%,12,11,91.7%,12,12,100.0%,12,12,100.0%,12,12,100.0%,12,10,83.3%,12,9,75.0%,12,9,75.0%,12,9,75.0%,12,9,75.0%,12,9,75.0%,12,10,83.3%,12,9,75.0%,12,8,66.7%,12,11,91.7%,12,12,100.0%,12,12,100.0%,12,11,91.7%,12,10,83.3%,12,12,100.0%,12,10,83.3%,12,11,91.7%,12,11,91.7%,12,10,83.3%,12,11,91.7%,12,11,91.7%,12,12,100.0%,12,11,91.7%,12,11,91.7%,12,11,91.7%,12,10,83.3%,12,11,91.7%,12,10,83.3%,12,11,91.7%,12,11,91.7%,12,11,91.7%,12,10,83.3%,12,11,91.7%,12,10,83.3%,12,10,83.3%,12,9,75.0%,12,9,75.0%,12,10,83.3%,12,10,83.3%,12,10,83.3%,12,11,91.7%,12,11,91.7%,12,12,100.0%,12,11,91.7%,12,11,91.7%,12,12,100.0%,12,11,91.7%,12,11,91.7%,12,11,91.7%,12,11,91.7%,12,12,100.0%,12,12,100.0%,12,12,100.0%,12,12,100.0%,12,11,91.7%,12,12,100.0%,12,12,100.0%,12,11,91.7%,12,11,91.7%,12,11,91.7%,12,11,91.7%,12,11,91.7%,12,12,100.0%,12,9,75.0%,12,10,83.3%,12,11,91.7%,12,11,91.7%,12,12,100.0%,12,10,83.3%,12,11,91.7%,12,12,100.0%,12,11,91.7%,12,11,91.7%,12,11,91.7%,12,8,66.7%
Midlands And East Of England Commissioning Region,,RC9,Luton And Dunstable University Hospital NHS Foundation Trust,27,17,63.0%,27,17,63.0%,27,14,51.9%,27,19,70.4%,27,19,70.4%,27,19,70.4%,27,19,70.4%,27,20,74.1%,28,21,75.0%,27,20,74.1%,27,17,63.0%,27,17,63.0%,28,18,64.3%,27,16,59.3%,27,11,40.7%,27,24,88.9%,27,14,51.9%,27,15,55.6%,27,13,48.1%,27,13,48.1%,27,14,51.9%,27,15,55.6%,27,16,59.3%,26,15,57.7%,28,17,60.7%,17,14,82.4%,17,14,82.4%,27,17,63.0%,28,17,60.7%,27,18,66.7%,27,13,48.1%,27,18,66.7%,28,14,50.0%,17,12,70.6%,0,0,-,18,16,88.9%,27,17,63.0%,27,19,70.4%,27,19,70.4%,27,22,81.5%,27,24,88.9%,27,27,100.0%,27,20,74.1%,18,18,100.0%,18,18,100.0%,18,15,83.3%,18,18,100.0%,18,17,94.4%,18,15,83.3%,18,16,88.9%,18,15,83.3%,18,17,94.4%,18,16,88.9%,18,17,94.4%,18,16,88.9%,18,16,88.9%,18,17,94.4%,18,15,83.3%,18,13,72.2%,18,11,61.1%,18,14,77.8%,18,11,61.1%,18,11,61.1%,17,11,64.7%,17,13,76.5%,17,11,64.7%,17,13,76.5%,17,15,88.2%,17,15,88.2%,17,15,88.2%,17,15,88.2%,17,15,88.2%,17,15,88.2%,18,15,83.3%,17,13,76.5%,17,16,94.1%,18,17,94.4%,18,17,94.4%,18,17,94.4%,18,15,83.3%,18,13,72.2%,18,15,83.3%,18,18,100.0%,18,17,94.4%,18,14,77.8%,18,16,88.9%,18,15,83.3%,18,15,83.3%,0,0,#DIV/0!,18,16,88.9%,18,17,94.4%,18,17,94.4%,18,18,100.0%,18,18,100.0%,18,17,94.4%,18,15,83.3%,18,18,100.0%,18,17,94.4%,18,18,100.0%,18,17,94.4%,18,16,88.9%,18,14,77.8%,18,14,77.8%,18,17,94.4%,18,15,83.3%
Midlands And East Of England Commissioning Region,,RQ8,Mid Essex Hospital Services NHS Trust,6,3,50.0%,6,3,50.0%,6,3,50.0%,6,3,50.0%,6,0,0.0%,6,0,0.0%,6,3,50.0%,25,20,80.0%,26,18,69.2%,26,17,65.4%,26,17,65.4%,0,0,#DIV/0!,0,0,#DIV/0!,23,17,73.9%,23,17,73.9%,26,16,61.5%,25,16,64.0%,24,17,70.8%,0,0,#DIV/0!,0,0,#DIV/0!,23,18,78.3%,22,17,77.3%,24,19,79.2%,22,19,86.4%,21,17,81.0%,21,15,71.4%,21,16,76.2%,23,17,73.9%,21,15,71.4%,22,15,68.2%,24,17,70.8%,23,13,56.5%,24,16,66.7%,24,14,58.3%,0,0,-,24,16,66.7%,22,15,68.2%,23,15,65.2%,25,17,68.0%,25,17,68.0%,25,17,68.0%,22,19,86.4%,25,21,84.0%,25,21,84.0%,22,18,81.8%,21,15,71.4%,25,21,84.0%,21,19,90.5%,25,21,84.0%,23,19,82.6%,26,18,69.2%,21,18,85.7%,21,18,85.7%,0,0,-,0,0,-,24,18,75.0%,26,21,80.8%,27,22,81.5%,24,20,83.3%,23,18,78.3%,0,0,-,0,0,-,24,20,83.3%,25,21,84.0%,26,20,76.9%,25,19,76.0%,23,17,73.9%,0,0,-,0,0,-,25,19,76.0%,27,19,70.4%,26,17,65.4%,25,20,80.0%,24,19,79.2%,26,17,65.4%,0,0,-,0,0,-,23,16,69.6%,26,18,69.2%,24,19,79.2%,24,18,75.0%,0,0,-,0,0,-,0,0,-,26,17,65.4%,23,16,69.6%,24,18,75.0%,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,24,14,58.3%,21,13,61.9%,23,13,56.5%,22,13,59.1%,21,11,52.4%,0,0,#DIV/0!,0,0,#DIV/0!,17,17,100.0%,26,11,42.3%,22,14,63.6%,23,14,60.9%,20,14,70.0%,0,0,#DIV/0!,0,0,#DIV/0!,24,17,70.8%
Midlands And East Of England Commissioning Region,,RD8,Milton Keynes University Hospital NHS Foundation Trust,9,6,66.7%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,8,88.9%,9,8,88.9%,9,8,88.9%,9,6,66.7%,9,6,66.7%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,6,66.7%,9,5,55.6%,9,8,88.9%,9,8,88.9%,9,9,100.0%,9,8,88.9%,9,6,66.7%,9,6,66.7%,9,9,100.0%,9,8,88.9%,9,8,88.9%,9,9,100.0%,9,8,88.9%,9,7,77.8%,9,7,77.8%,9,5,55.6%,9,5,55.6%,9,5,55.6%,9,4,44.4%,9,6,66.7%,9,7,77.8%,9,4,44.4%,9,5,55.6%,9,5,55.6%,9,5,55.6%,9,6,66.7%,9,7,77.8%,9,6,66.7%,9,6,66.7%,9,6,66.7%,9,6,66.7%,9,6,66.7%,9,8,88.9%,9,8,88.9%,9,9,100.0%,9,7,77.8%,9,6,66.7%,9,7,77.8%,9,5,55.6%,9,8,88.9%,9,7,77.8%,9,7,77.8%,9,8,88.9%,9,5,55.6%,9,5,55.6%,9,8,88.9%,9,6,66.7%,9,7,77.8%,9,7,77.8%,9,8,88.9%,9,6,66.7%,9,6,66.7%,9,7,77.8%,9,8,88.9%,9,9,100.0%,9,8,88.9%,9,8,88.9%,9,7,77.8%,9,5,55.6%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,3,33.3%,9,4,44.4%,9,3,33.3%,9,5,55.6%,9,6,66.7%,9,7,77.8%,9,5,55.6%,9,5,55.6%,9,7,77.8%,9,8,88.9%,9,6,66.7%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,7,77.8%,9,6,66.7%,9,8,88.9%,9,7,77.8%,9,8,88.9%,9,7,77.8%,9,6,66.7%,9,7,77.8%,9,8,88.9%,9,8,88.9%,9,8,88.9%
Midlands And East Of England Commissioning Region,,RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,20,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,20,0,0.0%,20,0,0.0%,20,0,0.0%,24,0,0.0%,24,0,0.0%,20,0,0.0%,24,0,0.0%,20,0,0.0%,20,0,0.0%,20,0,0.0%,20,0,0.0%,24,0,0.0%,24,0,0.0%,20,0,0.0%,20,0,0.0%,20,0,0.0%,20,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,28,0,0.0%,28,0,0.0%,28,0,0.0%,24,0,0.0%,48,0,0.0%,24,0,0.0%,24,24,100.0%,24,24,100.0%,19,0,0.0%,0,0,-,0,0,-,24,21,87.5%,24,22,91.7%,24,23,95.8%,23,0,0.0%,21,0,0.0%,24,0,0.0%,24,0,0.0%,27,22,81.5%,28,24,85.7%,28,0,0.0%,28,0,0.0%,25,0,0.0%,24,0,0.0%,28,0,0.0%,28,0,0.0%,28,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,24,0,0.0%,28,0,0.0%,28,0,0.0%,28,0,0.0%,28,0,0.0%,28,0,0.0%,24,0,0.0%,24,0,0.0%,28,0,0.0%,28,0,0.0%,26,0,0.0%,28,0,0.0%,27,0,0.0%,24,0,0.0%,25,0,0.0%,26,0,0.0%,26,25,96.2%,26,22,84.6%,26,22,84.6%,25,23,92.0%,24,22,91.7%,23,19,82.6%,24,18,75.0%,26,22,84.6%,26,20,76.9%,26,22,84.6%,26,19,73.1%,26,18,69.2%,26,18,69.2%,26,23,88.5%,25,21,84.0%,25,19,76.0%,25,20,80.0%,25,21,84.0%,25,19,76.0%,25,16,64.0%,25,20,80.0%,24,20,83.3%,25,23,92.0%,26,21,80.8%,24,21,87.5%,28,25,89.3%,24,22,91.7%
Midlands And East Of England Commissioning Region,,RGN,North West Anglia NHS Foundation Trust,22,19,86.4%,22,17,77.3%,22,16,72.7%,22,19,86.4%,22,14,63.6%,22,14,63.6%,22,16,72.7%,22,16,72.7%,22,17,77.3%,22,14,63.6%,22,15,68.2%,22,14,63.6%,22,15,68.2%,22,16,72.7%,22,17,77.3%,22,22,100.0%,22,17,77.3%,22,18,81.8%,22,19,86.4%,22,16,72.7%,22,17,77.3%,22,18,81.8%,22,19,86.4%,22,17,77.3%,22,17,77.3%,22,18,81.8%,22,17,77.3%,22,18,81.8%,22,20,90.9%,22,20,90.9%,22,20,90.9%,22,14,63.6%,22,16,72.7%,22,13,59.1%,22,14,63.6%,22,15,68.2%,22,15,68.2%,22,15,68.2%,22,18,81.8%,22,17,77.3%,22,18,81.8%,22,20,90.9%,22,20,90.9%,22,18,81.8%,22,18,81.8%,22,21,95.5%,22,18,81.8%,22,18,81.8%,22,20,90.9%,22,18,81.8%,22,16,72.7%,22,21,95.5%,22,20,90.9%,22,20,90.9%,22,20,90.9%,22,20,90.9%,22,20,90.9%,22,22,100.0%,22,19,86.4%,22,20,90.9%,22,20,90.9%,22,21,95.5%,22,18,81.8%,22,18,81.8%,22,19,86.4%,22,20,90.9%,22,19,86.4%,22,19,86.4%,22,19,86.4%,22,21,95.5%,22,19,86.4%,22,20,90.9%,22,19,86.4%,22,16,72.7%,22,16,72.7%,22,16,72.7%,22,19,86.4%,22,19,86.4%,22,16,72.7%,22,20,90.9%,22,21,95.5%,22,18,81.8%,22,20,90.9%,22,19,86.4%,22,20,90.9%,22,19,86.4%,22,19,86.4%,22,20,90.9%,22,17,77.3%,22,18,81.8%,22,17,77.3%,22,21,95.5%,22,21,95.5%,22,19,86.4%,22,20,90.9%,22,17,77.3%,22,17,77.3%,22,17,77.3%,22,16,72.7%,22,20,90.9%,22,19,86.4%,22,20,90.9%,22,17,77.3%,22,17,77.3%,22,17,77.3%
Midlands And East Of England Commissioning Region,,RNS,Northampton General Hospital NHS Trust,16,12,75.0%,16,12,75.0%,16,11,68.8%,16,12,75.0%,16,11,68.8%,16,12,75.0%,16,13,81.3%,16,11,68.8%,16,12,75.0%,16,12,75.0%,16,14,87.5%,16,12,75.0%,16,10,62.5%,16,11,68.8%,16,12,75.0%,16,13,81.3%,16,14,87.5%,16,14,87.5%,16,13,81.3%,16,14,87.5%,16,15,93.8%,16,13,81.3%,16,13,81.3%,16,15,93.8%,16,15,93.8%,16,13,81.3%,16,13,81.3%,16,13,81.3%,16,14,87.5%,16,15,93.8%,16,15,93.8%,16,10,62.5%,16,13,81.3%,16,10,62.5%,16,10,62.5%,16,10,62.5%,16,11,68.8%,16,12,75.0%,16,9,56.3%,16,12,75.0%,16,11,68.8%,16,13,81.3%,16,13,81.3%,16,15,93.8%,16,14,87.5%,16,14,87.5%,16,12,75.0%,16,13,81.3%,16,13,81.3%,16,13,81.3%,16,14,87.5%,16,12,75.0%,16,8,50.0%,16,9,56.3%,16,12,75.0%,16,12,75.0%,16,11,68.8%,16,11,68.8%,16,10,62.5%,16,12,75.0%,16,13,81.3%,16,12,75.0%,16,13,81.3%,16,14,87.5%,16,15,93.8%,16,13,81.3%,16,13,81.3%,16,13,81.3%,16,14,87.5%,16,16,100.0%,16,16,100.0%,16,13,81.3%,16,15,93.8%,16,15,93.8%,16,14,87.5%,16,13,81.3%,16,14,87.5%,16,12,75.0%,16,12,75.0%,16,15,93.8%,16,14,87.5%,16,12,75.0%,16,11,68.8%,16,11,68.8%,16,12,75.0%,16,12,75.0%,16,11,68.8%,16,13,81.3%,16,13,81.3%,16,12,75.0%,16,13,81.3%,16,11,68.8%,16,12,75.0%,16,6,37.5%,16,7,43.8%,16,8,50.0%,16,8,50.0%,16,8,50.0%,16,12,75.0%,16,15,93.8%,16,15,93.8%,16,11,68.8%,16,11,68.8%,16,13,81.3%,16,14,87.5%
Midlands And East Of England Commissioning Region,,RX1,Nottingham University Hospitals NHS Trust,58,44,75.9%,0,0,-,0,0,-,58,51,87.9%,58,52,89.7%,58,53,91.4%,58,48,82.8%,58,53,91.4%,58,57,98.3%,58,57,98.3%,58,57,98.3%,58,55,94.8%,58,58,100.0%,58,57,98.3%,58,56,96.6%,58,57,98.3%,58,57,98.3%,58,57,98.3%,58,57,98.3%,58,53,91.4%,58,51,87.9%,58,57,98.3%,58,56,96.6%,58,56,96.6%,58,56,96.6%,58,55,94.8%,58,52,89.7%,58,48,82.8%,58,46,79.3%,58,47,81.0%,58,52,89.7%,58,52,89.7%,58,55,94.8%,58,55,94.8%,58,55,94.8%,58,46,79.3%,58,46,79.3%,58,56,96.6%,58,51,87.9%,58,53,91.4%,58,53,91.4%,58,58,100.0%,58,55,94.8%,58,58,100.0%,58,58,100.0%,58,58,100.0%,58,54,93.1%,58,53,91.4%,58,52,89.7%,58,50,86.2%,58,47,81.0%,58,47,81.0%,58,47,81.0%,58,57,98.3%,58,54,93.1%,58,53,91.4%,58,50,86.2%,58,50,86.2%,58,51,87.9%,58,52,89.7%,58,55,94.8%,58,55,94.8%,58,58,100.0%,58,57,98.3%,58,55,94.8%,58,51,87.9%,58,51,87.9%,58,49,84.5%,58,48,82.8%,58,50,86.2%,58,57,98.3%,59,59,100.0%,58,56,96.6%,60,60,100.0%,58,56,96.6%,58,56,96.6%,58,51,87.9%,58,58,100.0%,58,57,98.3%,58,57,98.3%,58,58,100.0%,58,53,91.4%,58,52,89.7%,58,45,77.6%,58,47,81.0%,58,49,84.5%,58,55,94.8%,58,56,96.6%,58,54,93.1%,58,56,96.6%,58,56,96.6%,58,56,96.6%,58,56,96.6%,58,56,96.6%,58,56,96.6%,58,54,93.1%,58,52,89.7%,58,43,74.1%,58,56,96.6%,58,56,96.6%,58,57,98.3%,58,57,98.3%,58,55,94.8%,58,53,91.4%,58,51,87.9%
Midlands And East Of England Commissioning Region,,RXK,Sandwell And West Birmingham Hospitals NHS Trust,17,13,76.5%,14,11,78.6%,16,14,87.5%,17,14,82.4%,19,17,89.5%,19,18,94.7%,16,13,81.3%,14,11,78.6%,18,17,94.4%,15,14,93.3%,16,13,81.3%,16,12,75.0%,15,13,86.7%,16,13,81.3%,15,13,86.7%,16,10,62.5%,16,13,81.3%,16,12,75.0%,17,15,88.2%,17,15,88.2%,15,15,100.0%,15,12,80.0%,15,13,86.7%,16,15,93.8%,14,13,92.9%,17,16,94.1%,20,17,85.0%,20,20,100.0%,19,17,89.5%,17,14,82.4%,19,16,84.2%,20,18,90.0%,19,18,94.7%,17,16,94.1%,16,15,93.8%,17,17,100.0%,15,15,100.0%,19,15,78.9%,18,14,77.8%,17,14,82.4%,17,16,94.1%,20,17,85.0%,20,18,90.0%,16,16,100.0%,18,18,100.0%,19,17,89.5%,18,17,94.4%,20,19,95.0%,20,19,95.0%,18,18,100.0%,18,17,94.4%,20,19,95.0%,20,19,95.0%,19,19,100.0%,17,16,94.1%,18,18,100.0%,17,14,82.4%,18,14,77.8%,17,16,94.1%,16,14,87.5%,15,12,80.0%,18,17,94.4%,19,17,89.5%,18,16,88.9%,18,16,88.9%,19,18,94.7%,19,19,100.0%,17,16,94.1%,18,17,94.4%,15,13,86.7%,18,16,88.9%,18,14,77.8%,17,15,88.2%,20,19,95.0%,20,19,95.0%,17,17,100.0%,19,19,100.0%,20,18,90.0%,17,16,94.1%,19,16,84.2%,17,15,88.2%,16,12,75.0%,17,14,82.4%,18,16,88.9%,17,16,94.1%,18,15,83.3%,19,16,84.2%,18,16,88.9%,18,16,88.9%,18,16,88.9%,17,16,94.1%,18,17,94.4%,18,17,94.4%,15,15,100.0%,15,13,86.7%,16,12,75.0%,16,13,81.3%,14,12,85.7%,16,10,62.5%,15,13,86.7%,15,14,93.3%,16,15,93.8%,17,16,94.1%,17,16,94.1%,18,16,88.9%
Midlands And East Of England Commissioning Region,,RK5,Sherwood Forest Hospitals NHS Foundation Trust,11,10,90.9%,11,10,90.9%,11,11,100.0%,11,10,90.9%,11,7,63.6%,11,7,63.6%,11,7,63.6%,11,11,100.0%,11,10,90.9%,11,10,90.9%,11,8,72.7%,11,10,90.9%,11,10,90.9%,11,10,90.9%,12,12,100.0%,11,10,90.9%,11,8,72.7%,11,8,72.7%,11,7,63.6%,11,7,63.6%,11,7,63.6%,11,8,72.7%,11,9,81.8%,12,12,100.0%,11,9,81.8%,11,6,54.5%,11,6,54.5%,11,6,54.5%,11,7,63.6%,11,8,72.7%,11,9,81.8%,11,8,72.7%,11,7,63.6%,11,10,90.9%,11,9,81.8%,11,9,81.8%,11,11,100.0%,11,7,63.6%,11,8,72.7%,11,6,54.5%,11,9,81.8%,11,5,45.5%,11,6,54.5%,11,6,54.5%,11,7,63.6%,11,7,63.6%,11,6,54.5%,11,8,72.7%,11,8,72.7%,13,13,100.0%,11,10,90.9%,11,11,100.0%,11,10,90.9%,11,8,72.7%,11,10,90.9%,11,11,100.0%,12,12,100.0%,11,10,90.9%,11,10,90.9%,11,8,72.7%,11,9,81.8%,11,9,81.8%,11,11,100.0%,12,12,100.0%,11,11,100.0%,12,12,100.0%,11,9,81.8%,11,6,54.5%,11,8,72.7%,11,10,90.9%,11,9,81.8%,11,11,100.0%,11,9,81.8%,11,10,90.9%,11,8,72.7%,11,8,72.7%,12,12,100.0%,13,13,100.0%,11,9,81.8%,11,11,100.0%,12,12,100.0%,11,11,100.0%,11,9,81.8%,11,6,54.5%,11,10,90.9%,11,9,81.8%,11,11,100.0%,11,11,100.0%,13,13,100.0%,11,11,100.0%,13,13,100.0%,11,10,90.9%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,7,63.6%,11,10,90.9%,12,12,100.0%,11,10,90.9%,12,12,100.0%,11,10,90.9%,11,10,90.9%,11,10,90.9%,11,10,90.9%,11,11,100.0%
Midlands And East Of England Commissioning Region,,RXW,Shrewsbury And Telford Hospital NHS Trust,20,18,90.0%,20,18,90.0%,20,17,85.0%,20,18,90.0%,22,20,90.9%,21,19,90.5%,21,19,90.5%,20,16,80.0%,18,14,77.8%,16,14,87.5%,17,14,82.4%,16,10,62.5%,16,11,68.8%,16,12,75.0%,17,13,76.5%,17,12,70.6%,17,12,70.6%,18,14,77.8%,19,15,78.9%,19,15,78.9%,19,16,84.2%,19,15,78.9%,18,15,83.3%,18,15,83.3%,17,15,88.2%,18,17,94.4%,19,17,89.5%,19,18,94.7%,19,17,89.5%,16,13,81.3%,18,16,88.9%,18,16,88.9%,18,16,88.9%,18,14,77.8%,18,16,88.9%,20,19,95.0%,20,20,100.0%,19,19,100.0%,17,17,100.0%,18,18,100.0%,17,16,94.1%,18,18,100.0%,20,20,100.0%,18,17,94.4%,19,18,94.7%,19,18,94.7%,18,17,94.4%,18,18,100.0%,18,17,94.4%,20,20,100.0%,17,14,82.4%,16,15,93.8%,16,16,100.0%,16,16,100.0%,17,16,94.1%,17,15,88.2%,16,15,93.8%,16,16,100.0%,15,14,93.3%,17,17,100.0%,16,16,100.0%,17,17,100.0%,18,18,100.0%,19,19,100.0%,18,17,94.4%,17,16,94.1%,19,18,94.7%,19,19,100.0%,20,20,100.0%,21,21,100.0%,18,17,94.4%,19,17,89.5%,20,18,90.0%,20,19,95.0%,20,19,95.0%,20,19,95.0%,19,18,94.7%,18,16,88.9%,20,19,95.0%,18,17,94.4%,18,18,100.0%,18,17,94.4%,19,15,78.9%,21,19,90.5%,19,18,94.7%,22,22,100.0%,22,22,100.0%,20,19,95.0%,20,19,95.0%,20,19,95.0%,22,22,100.0%,20,20,100.0%,17,15,88.2%,17,16,94.1%,18,15,83.3%,17,13,76.5%,18,14,77.8%,18,14,77.8%,18,14,77.8%,18,11,61.1%,18,12,66.7%,17,14,82.4%,19,15,78.9%,18,14,77.8%,18,15,83.3%
Midlands And East Of England Commissioning Region,,RJC,South Warwickshire NHS Foundation Trust,7,6,85.7%,7,5,71.4%,7,3,42.9%,7,5,71.4%,7,4,57.1%,7,3,42.9%,7,2,28.6%,7,2,28.6%,7,3,42.9%,7,4,57.1%,7,5,71.4%,7,5,71.4%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,7,100.0%,7,4,57.1%,7,4,57.1%,7,7,100.0%,7,5,71.4%,7,5,71.4%,7,3,42.9%,7,2,28.6%,7,2,28.6%,7,1,14.3%,7,2,28.6%,7,3,42.9%,7,5,71.4%,7,4,57.1%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,5,71.4%,7,5,71.4%,7,5,71.4%,7,5,71.4%,7,7,100.0%,7,6,85.7%,7,5,71.4%,7,5,71.4%,0,0,-,7,5,71.4%,7,6,85.7%,7,6,85.7%,7,7,100.0%,7,7,100.0%,7,6,85.7%,7,5,71.4%,7,5,71.4%,7,7,100.0%,7,7,100.0%,7,7,100.0%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,7,100.0%,7,2,28.6%,7,7,100.0%,7,7,100.0%,7,7,100.0%,7,5,71.4%,7,5,71.4%,7,5,71.4%,7,6,85.7%,7,6,85.7%,7,7,100.0%,7,7,100.0%,7,6,85.7%,7,4,57.1%,7,4,57.1%,7,4,57.1%,7,4,57.1%,7,4,57.1%,7,4,57.1%,7,3,42.9%,7,3,42.9%,7,3,42.9%,7,1,14.3%,7,6,85.7%,7,6,85.7%,7,6,85.7%,7,5,71.4%,7,6,85.7%,7,5,71.4%,7,6,85.7%,7,1,14.3%,7,6,85.7%,7,5,71.4%,7,6,85.7%,7,7,100.0%,7,5,71.4%,7,6,85.7%,7,6,85.7%,7,3,42.9%,7,4,57.1%,7,4,57.1%,7,5,71.4%
